HAZUS_class_final,BRKEY,Strucname,Maxspan,Length,Mainspans,Total_Spans,NBI_Class,Seismic Design,Year of Most Recent Improvement,HAZUS_iseqType,
HWB23e,25C0126,HANGTOWN CREEK,54,134.4,3,3,605,Y,2007,na,
HWB23e,56C0617,WHITEWATER RIVER,36.6,134.1,4,4,605,Y,2016,na,
HWB23e,06C0370,STILLWATER CREEK,50.3,134,2,2,605,Y,2007,na,
HWB23e,56C0454,WHITEWATER RIVER,45.7,133.5,3,3,605,Y,2002,na,
HWB23e,53 2421K,GARFIELD AVENUE-W105 ON RAMP,56.4,132.6,3,3,605,Y,1993,na,
HWB23e,42C0609,CLOVIS AVENUE OH,39.6,132.5,4,4,605,Y,1997,na,
HWB23e,52C0275,CALLEGUAS CREEK,53.5,132.5,3,3,605,Y,1999,na,
HWB23e,42C0637,CHESTNUT AVENUE SEPARATION & OH,38.1,132.3,4,4,605,Y,2003,na,
HWB23e,56 0792,OVERLAND DRIVE OC,35.7,132,4,12,605,Y,1998,na,
HWB23e,55C0647,JAMBOREE ROAD/EDINGER SEPARATION,50.9,131.9,3,3,605,Y,1999,na,
HWB23e,53 2686H,E&W105-S405 CONNECTOR OC (RAMPS UNDERCROSSING),38.1,131.8,4,4,605,Y,1989,na,
HWB23e,57 1061L,SPRING ST-S125 ON RAMP UC,49.7,131.6,3,3,605,Y,2003,na,
HWB23e,56 0819,GREEN RIVER DRIVE OC,41.9,131.5,4,4,605,Y,2009,na,
HWB23e,53 2424,FACADE AVENUE OC,36.7,131.4,4,4,605,Y,1988,na,
HWB23e,29C0454,ARCH AIRPORT ROAD OH (WEST),52.7,131.4,3,3,605,Y,2013,na,
HWB23e,56 0867S,E91-MAPLE STREET OFF-RAMP OC,54.9,131.1,3,3,605,Y,2017,na,
HWB23e,37C0813,WILLOW STREET VIADUCT (VTA LRT AT GUADALUPE RIVER),36,131.1,4,4,605,Y,1989,na,
HWB23e,19C0213,MINERS RAVINE,65.5,131.1,2,2,605,Y,2001,na,
HWB23e,56 0841,WB SR60 HOV CONNECTOR,62.2,130.7,3,3,605,Y,2014,na,
HWB23e,23C0191,SOUTH FORK PUTAH CREEK,51.8,129.8,3,3,605,Y,1997,na,
HWB23e,57C0235,SWEETWATER RVR (N. 2ND ST.),35.4,129.2,4,4,605,Y,1990,na,
HWB23e,24C0611,SUNRISE BLVD UP,22.3,129.2,6,6,605,Y,2003,na,
HWB23e,56 0797,CANTU-GALLEANO RANCH ROAD OC,66,129,2,2,605,Y,2008,na,
HWB23e,53 1846G,E60-S57 CONNECTOR OC,54.9,128.9,2,3,605,Y,1991,na,
HWB23e,24C0112,MARCONI AVENUE OH,38.7,128.6,4,4,605,Y,1984,na,
HWB23e,55C0605,TIJERAS CREEK,51.2,128.6,3,3,605,Y,1991,na,
HWB23e,05 0078,DIENER MINE VIADUCT,48.8,128,3,3,605,Y,1986,na,
HWB23e,53 2426,ARTHUR AVENUE UTILITY & POC,35.8,128,4,4,606,Y,1988,na,
HWB23e,11C0262,STONY CREEK,48.8,128,3,3,605,Y,2003,na,
HWB23e,24 0377,COSUMNES RIVER BLVD OC,46.6,127.7,3,3,605,Y,2015,na,
HWB23e,28C0471,HENSLEY INDUSTRIAL PARK OVERHEAD,34.1,127.4,5,5,605,Y,1995,na,
HWB23e,17C0044,TRUCKEE RIVER BOH,50.2,127.1,3,3,605,Y,1999,na,
HWB23e,56C0449,OVERLAND DRIVE OC,33.5,126.9,4,4,605,Y,1998,na,
HWB23e,29C0455,ARCH AIRPORT ROAD BOH,56.8,126.6,3,3,605,Y,2013,na,
HWB23e,10C0080,MIDDLE FORK EEL RIVER,62.5,126.5,2,2,605,Y,1983,na,
HWB23e,55C0688,SEGUNDA DESHECHA CANADA,50.3,126.5,3,3,605,Y,2003,na,
HWB23e,52C0004,PIRU CREEK,27.7,125.9,5,5,605,Y,1985,na,
HWB23e,54C0714,UNIVERSITY PARKWAY OH,44.6,125.7,3,3,605,Y,2008,na,
HWB23e,39 0246,SAN JOAQUIN RIVER,26.5,125.6,5,5,606,Y,2012,na,
HWB23e,53 3038,ALONDRA BLVD OC,62.8,125.6,2,2,605,Y,2015,na,
HWB23e,42 0314L,H STREET OH,43.9,125.1,2,3,605,Y,1995,na,
HWB23e,53 1615,NATIONAL BLVD OC,45.7,125,2,4,605,Y,1993,na,
HWB23e,42 0314R,H STREET OH,43.1,124.3,2,3,605,Y,1995,na,
HWB23e,57C0663,CHOLLAS CREEK (FAIRMOUNT AVE),49.7,124.1,3,3,605,Y,1994,na,
HWB23e,19C0210,ANTELOPE CREEK,53.3,124,3,3,605,Y,2000,na,
HWB23e,55C0687,SEGUNDA DESHECHA CANADA,50.3,123.5,3,3,605,Y,2003,na,
HWB23e,42 0442F,168/180 CONNECTOR OC,39.9,123.4,4,4,605,Y,2014,na,
HWB23e,57C0396,SAN DIEGUITO RIVER (VIA DE SANTA FE),30.5,123.4,4,4,605,Y,1983,na,
HWB23e,54 0946G,CAJON BOULEVARD OH,49.1,123.2,4,4,605,Y,2012,na,
HWB23e,50C0412,OAK CREEK ROAD OVERHEAD,28.9,123.2,5,5,605,Y,1999,na,
HWB23e,28 0056J,RAILROAD AVENUE OFF RAMP OH,33.5,123,4,4,605,Y,1991,na,
HWB23e,19C0259R,JOINER PARKWAY BOH,46.1,122.9,3,3,605,Y,2004,na,
HWB23e,55C0691,EDINGER AVE.  SEPARATION/ OH,38.7,122.7,4,4,606,Y,2013,na,
HWB23e,54C0767,PALM AVENUE OH,46,122.5,3,3,605,Y,2015,na,
HWB23e,53C0264,SECO ST,35.1,122.45,4,4,605,Y,1989,na,
HWB23e,56 0804,BOX SPRINGS ROAD OC,37.6,122.1,4,4,605,Y,2008,na,
HWB23e,06C0097,LITTLE COW CREEK,30.4,121.9,4,4,605,Y,1998,na,
HWB23e,55C0711,MARBLEHEAD CANYON,52.4,121.9,3,3,605,Y,2005,na,
HWB23e,22 0140R,ROUTE 80/50 SEPARATION,47.9,121.6,2,4,605,Y,1985,na,
HWB23e,38 0169,WHITMORE AVENUE OH,42,121.5,3,3,605,Y,2011,na,
HWB23e,46C0446,CARTMILL AVE OH,34.7,121.3,4,4,605,Y,2012,na,
HWB23e,19 0195L,COON CREEK,31,121.1,5,5,605,Y,2014,na,
HWB23e,19 0195R,COON CREEK,31,120.6,5,5,605,Y,2012,na,
HWB23e,53 2428,MERKEL AVENUE OC,61.6,120.1,2,2,605,Y,1989,na,
HWB23e,53C1998,SAN GABRIEL RIV,32,120,4,4,605,Y,2005,na,
HWB23e,54C0711,SANTA ANA RIVER,48.2,120,3,3,605,Y,2006,na,
HWB23e,56 0685G,E60-N&S15 CONNECTOR OC,30.5,119.1,4,4,605,Y,1979,na,
HWB23e,57 1058R,E94 / N125 SEPARATION,43,119,3,3,605,Y,2003,na,
HWB23e,19 0187L,INDUSTRIAL AVE VIADUCT,62.3,118.5,2,2,605,Y,2012,na,
HWB23e,28 0394,LOVERIDGE ROAD OC,44.9,118.1,3,3,605,Y,2014,na,
HWB23e,37 0502,SAMARITAN PLACE POC,36.9,117.8,4,4,605,Y,1994,na,
HWB23e,43 0047,SAN JUAN ROAD OC,60.2,117.4,2,2,605,Y,2014,na,
HWB23e,19 0187R,INDUSTRIAL AVE VIADUCT,61.3,116.8,2,2,605,Y,2012,na,
HWB23e,57 0953G,N125-W8/W8-LA MESA BLVD OC,57.6,116.4,2,2,605,Y,1989,na,
HWB23e,46C0414,KERN RIVER,57.9,116.4,3,3,605,Y,1983,na,
HWB23e,57C0574,SAN DIEGO RIVER (RIVERFORD RD),38.1,116.1,3,3,605,Y,1984,na,
HWB23e,37 0288G,CAPITOL EXPRESSWAY UC,29.3,115.8,4,4,605,Y,1991,na,
HWB23e,49 0259,ARROYO DEL CORRAL,45.7,115.8,3,3,605,Y,2017,na,
HWB23e,33C0086,CROW CREEK,38.1,115.5,4,4,605,Y,1988,na,
HWB23e,24C0383,ANTELOPE ROAD OH,45.7,115.4,3,3,605,Y,1990,na,
HWB23e,53 2817,NAVY MOLE OVERHEAD,42.1,115.2,3,3,605,Y,1995,na,
HWB23e,06C0357,CHURN CREEK,45.7,115.2,3,3,605,Y,2002,na,
HWB23e,29C0453,ARCH AIRPORT RD/EL DORADO ST SEP,32.5,115.1,3,3,605,Y,2013,na,
HWB23e,24C0353,ARDEN WAY OH,35.1,114.9,4,4,605,Y,1984,na,
HWB23e,56C0612,MURRIETA CREEK,32.5,114.3,4,4,605,Y,2012,na,
HWB23e,02C0080,KLAMATH RIVER,43.3,114,3,3,606,Y,1997,na,
HWB23e,08C0369,RED BANK,43,114,3,3,605,Y,2007,na,
HWB23e,23 0246,GREEN VALLEY ROAD OC (I-80),60.7,113.9,2,2,605,Y,2016,na,
HWB23e,20 0287,COMMERCE BLVD VIADUCT,39.8,113.5,3,3,605,Y,2012,na,
HWB23e,49 0185R,LOS OSOS VALLEY ROAD OC,34.1,112.6,4,4,605,Y,2015,na,
HWB23e,39C0354,MERCED RIVER,56.1,112.2,2,2,605,Y,1981,na,
HWB23e,56C0411,PROMENADE AVENUE OH,47.5,112.2,3,3,605,Y,1991,na,
HWB23e,52 0445K,SOUTHBOUND CONNECTOR OC,50.9,112,3,3,605,Y,2003,na,
HWB23e,56C0590,50TH AVENUE OH,42.7,112,3,3,605,Y,2003,na,
HWB23e,50C0393L,KERN RIVER,37.8,111.9,3,3,605,Y,1993,na,
HWB23e,57 1108S,RANCHO BERNARDO DAR N/B ON-RAMP,39,111.6,4,4,605,Y,2008,na,
HWB23e,50 0277L,7TH STANDARD ROAD OC,38,111.5,4,4,605,Y,2010,na,
HWB23e,57 1201,POWAY ROAD OC,41.7,111.4,3,3,605,Y,2011,na,
HWB23e,57 0431,EL CAJON BLVD OFF-RAMP OC,39.6,110.3,2,4,605,Y,1996,na,
HWB23e,56 0842,EB SR60 HOV CONNECTOR,49.2,109.2,3,3,605,Y,2014,na,
HWB23e,57 0858,BALBOA AVE OC,55.9,109.1,2,2,605,Y,1975,na,
HWB23e,20 0287K,COMMERCE BLVD VIADUCT (OFF-RAMP),38.2,108.9,3,3,605,Y,2012,na,
HWB23e,55 1102,BOLSA CHICA ROAD OC,55.1,108.5,2,2,605,Y,2015,na,
HWB23e,28 0414F,W4-N160 CONNECTOR & OH,51.2,108.5,3,3,605,Y,2016,na,
HWB23e,09C0003,MIDDLE FORK FEATHER RIVER,42.4,108.5,3,3,605,Y,1989,na,
HWB23e,19 0177,ROSEVILLE PARKWAY OH,38.9,108,3,3,605,Y,2001,na,
HWB23e,53 2857L,FIGUEROA STREET SIDEHILL VIADUCT,30.5,107.5,4,6,605,Y,2001,na,
HWB23e,39C0394,MISSION AVENUE OVERHEAD,37,107.4,3,3,605,Y,2006,na,
HWB23e,21C0012,NAPA RIVER,47.5,107.3,3,3,605,Y,2002,na,
HWB23e,09 0079,HAMILTON BRANCH,42.7,107,3,3,605,Y,2018,na,
HWB23e,33 0649,BARTD AERIAL (M3002) @ 7TH ST,34.7,106.6,3,3,605,Y,1995,na,
HWB23e,29 0330,GOLDEN GATE AVE OC,37.5,106.2,3,3,605,Y,2016,na,
HWB23e,55C0623,EL PASEO ROAD OH,44.2,106.2,3,3,605,Y,1994,na,
HWB23e,53C0364,SAN GABRIEL BLVD UNDERPASS,22.73,105.84,4,6,605,Y,1976,na,
HWB23e,57 1107K,RANCHO BERNARDO DAR S/B ON-RAMP,39,105.5,4,4,605,Y,2008,na,
HWB23e,56 0788S,COOK STREET EB ON-RAMP,36.6,105.4,4,4,605,Y,1998,na,
HWB23e,55 0726K,GLENWOOD DRIVE OFF RAMP SEPARATION,52.5,105,2,2,605,Y,2003,na,
HWB23e,21C0127,FIRST STREET BRIDGE OVER NAPA CREEK,35,105,3,3,605,Y,2005,na,
HWB23e,06C0382,LIITTLE COW CREEK,42,104.3,3,3,605,Y,2015,na,
HWB23e,53 2161,BREA CANYON ROAD UC,56.4,104.2,2,2,605,Y,1998,na,
HWB23e,55 1096G,E22-N405/405 CONN SEP.,52.1,104.2,2,2,605,Y,2014,na,
HWB23e,57 1105,SR-78 UNDERPASS NO.1,30,104.1,4,4,605,Y,2008,na,
HWB23e,38 0161,PELANDALE AVE OC,24.2,103.9,5,5,605,Y,2015,na,
HWB23e,57C0724,LOS PENASQUITOS CRK (N TORREY PINES),45.7,103.6,3,3,605,Y,2005,na,
HWB23e,57 0202,FIRST AVENUE OC,42.7,103.3,2,4,605,Y,1996,na,
HWB23e,28 0231S,CENTRAL AVENUE ON RAMP,25.9,103,4,4,605,Y,1991,na,
HWB23e,57 1136S,SABRE SPRINGS DAR S/B ON-RAMP,38,103,4,4,605,Y,2008,na,
HWB23e,57 1135K,SABRE SPRINGS DAR N/B OFF-RAMP,38,103,4,4,605,Y,2008,na,
HWB23e,57 1136K,SABRE SPRINGS DAR S/B OFF-RAMP,38,103,4,4,605,Y,2008,na,
HWB23e,28C0268,LAUREL ROAD BOH,51.4,103,2,2,605,Y,2010,na,
HWB23e,58 0341R,BRAWLEY BEEF WAY AVENUE UC,51.5,102.9,2,2,605,Y,2011,na,
HWB23e,58 0341L,BRAWLEY BEEF WAY AVE UC,51.5,102.9,2,2,605,Y,2011,na,
HWB23e,14 0050,SCOTTS CREEK,29.9,102.7,4,4,605,Y,1989,na,
HWB23e,33C0445,SAN LORENZO CREEK,40.5,102.7,3,3,606,Y,1992,na,
HWB23e,21C0126,NAPA RIVER BYPASS,42.4,102.1,3,3,605,Y,2004,na,
HWB23e,55 0818L,GENE AUTRY WAY OC,53.9,102,2,2,605,Y,2012,na,
HWB23e,55C0639,BONITA CREEK,40.5,101.9,3,3,605,Y,1995,na,
HWB23e,19 0202,SUNSET BLVD OC,51.5,101.7,2,2,605,Y,2011,na,
HWB23e,53 2566,LAKEWOOD BLVD OC,53.1,101.5,1,2,605,Y,1989,na,
HWB23e,56C0452,NUEVO ROAD OH,51,101.4,2,2,605,Y,1994,na,
HWB23e,20 0297,AIRPORT BLVD OC,50.3,100.6,2,2,605,Y,2014,na,
HWB23e,54C0681,TWIN WARM CREEK CHANNEL,40.5,100.3,3,3,605,Y,1999,na,
HWB23e,53 2980,BIG ROCK WASH,40,100,3,3,605,Y,2007,na,
HWB23e,17C0091,GREENHORN CREEK,49.3,100,2,2,605,Y,1995,na,
HWB23e,54C0710,SANTA ANA RIVER,39.9,100,3,3,605,Y,2006,na,
HWB23e,53 2423,GARFIELD AVENUE OC,49.7,99.4,2,2,605,Y,1989,na,
HWB23e,42 0299R,ROUTE 180/99 SEPARATION,51.6,99.4,2,2,605,Y,2003,na,
HWB23e,12 0126R,BUTTE CREEK,49,99.4,2,2,605,Y,2014,na,
HWB23e,10C0107,RUSSIAN RIVER,39.6,99.4,3,3,605,Y,1986,na,
HWB23e,53 2392,MADISON AVENUE UTILITY OC,53.9,98.5,2,2,605,Y,1995,na,
HWB23e,55C0471,LEWIS STREET UNDERPASS,28.7,98.5,4,4,605,Y,1994,na,
HWB23e,51 0300,SAN MARCOS PASS SIDEHILL VIADUCT,40,97.8,3,3,605,Y,2001,na,
HWB23e,55C0646,ESPERANZA ROAD SEPARATION,35,97.7,3,3,605,Y,1998,na,
HWB23e,57 1135S,SABRE SPRINGS DAR N/B ON-RAMP,38,97.5,4,4,605,Y,2008,na,
HWB23e,46C0451,BETTY DRIVE OH,48.8,97.5,2,2,605,Y,2012,na,
HWB23e,28 0388G,E4-N160/RTE 4 SEPARATION,53.8,97.4,2,2,605,Y,2005,na,
HWB23e,37C0375,COYOTE CREEK,38.7,96.9,3,3,605,Y,1990,na,
HWB23e,33C0444,"CANYON ""D""",38.7,96.7,3,3,605,Y,2002,na,
HWB23e,56C0448L,MONTEREY AVENUE OH,37.9,96.2,3,3,605,Y,1996,na,
HWB23e,56C0448R,MONTEREY AVENUE OH,37.9,96.2,3,3,605,Y,1996,na,
HWB23e,39 0233,LE GRAND ROAD OC,48.5,96.1,2,2,605,Y,2015,na,
HWB23e,33 0413R,TELEGRAPH AVENUE UC,54.3,96,3,3,605,Y,1990,na,
HWB23e,53C0759,ARROYO SECO CHAN,30.83,95.75,4,4,606,Y,2018,na,
HWB23e,56 0846,VAN BUREN BLVD OC,55,95.6,2,2,605,Y,2014,na,
HWB23e,45 0104,19TH AVENUE OC,53.3,95.4,2,2,605,Y,2015,na,
HWB23e,24 0034,WATT AVENUE OC,42.8,95.1,2,2,605,Y,2015,na,
HWB23e,37 0668,TULLY ROAD OC,48.8,95.1,2,2,605,Y,2012,na,
HWB23e,52C0266,CALLEGUAS CREEK,31.7,95.1,3,3,605,Y,1988,na,
HWB23e,57 0410,SIXTH AVENUE OC,34.4,94.8,2,5,605,Y,1996,na,
HWB23e,37 0291,MADDEN AVENUE POC,39,94.5,2,4,605,Y,1991,na,
HWB23e,28C0254,WEST BRANCH ALAMO CREEK,49.4,94.5,2,2,605,Y,2015,na,
HWB23e,38 0085,CARPENTER-BRIGGSMORE OC,46.9,94.2,2,2,605,Y,1976,na,
HWB23e,39 0251,ATWATER MERCED EXPY OC,51.2,94.2,2,2,605,Y,2015,na,
HWB23e,56 0832,PALM DRIVE OC,47,94,2,2,605,Y,2012,na,
HWB23e,44 0121,ROUTE 68/101 SEPARATION,30.8,93.9,2,6,605,Y,1996,na,
HWB23e,29 0325,MARIPOSA ROAD OC,47.5,93.7,2,2,605,Y,2016,na,
HWB23e,49 0255,ESTRELLA RIVER,53.3,93.6,2,2,606,Y,2013,na,
HWB23e,56 0869,MAPLE STREET OC,48.7,93.6,2,2,605,Y,2017,na,
HWB23e,57C0153,COTTONWOOD CREEK (BARRETT SMITH RD),30.5,93,3,3,605,Y,1989,na,
HWB23e,42 0299L,ROUTE 180/99 SEPARATION,47.6,92.9,2,2,605,Y,2003,na,
HWB23e,57 1219,CARROLL CANYON ROAD OC,38.1,92.4,3,3,605,Y,2011,na,
HWB23e,57C0604,JACKSON DRIVE UP,39.6,92,3,3,605,Y,1989,na,
HWB23e,50C0329,OSWELL STREET OH,27.2,92,4,4,605,Y,1991,na,
HWB23e,55 1064,ESPERANZA ROAD OH,37,91.8,3,3,605,Y,2010,na,
HWB23e,04C0126,VAN DUZEN RIVER,36.6,91.7,3,3,605,Y,1985,na,
HWB23e,54 1284,LA MESA ROAD - NISQUALLI ROAD OC,52.8,91.5,2,2,605,Y,2013,na,
HWB23e,57C0157,OTAY RIVER (BEYER BLVD),36,91.4,3,3,605,Y,1987,na,
HWB23e,57 1041S,N125-PARADISE VALLEY ROAD OC,43.8,91.3,3,3,605,Y,2002,na,
HWB23e,35C0173,OYSTER POINT BLVD OH,41.3,91,3,3,605,Y,1994,na,
HWB23e,53 2602,MONTANA AVENUE POC,36,90.8,3,3,605,Y,1979,na,
HWB23e,53 2425,PARAMOUNT BLVD OC,45.4,90.5,2,2,605,Y,1989,na,
HWB23e,32 0070,PEACEFUL OAK RD UC,49.7,90.5,2,2,605,Y,2013,na,
HWB23e,57 0637,BONITA ROAD UC,48.9,90.4,3,3,605,Y,2014,na,
HWB23e,41 0071,AVENUE 21 1/2 OC,44.5,90.4,2,2,605,Y,2009,na,
HWB23e,50 0507,HOSKING AVENUE OC,47.6,90.4,2,2,605,Y,2015,na,
HWB23e,50C0330,FAIRFAX ROAD OH,27.8,90.4,4,4,605,Y,1992,na,
HWB23e,58 0329,NEW RIVER,37.8,90.2,3,3,605,Y,2001,na,
HWB23e,41 0088,AVENUE 12 OC,45.1,90.2,2,2,605,Y,2016,na,
HWB23e,58 0340R,UPRR RAILROAD OH,40,90,3,3,605,Y,2011,na,
HWB23e,58 0340L,UPRR RAILROAD OH,40,90,3,3,605,Y,2011,na,
HWB23e,28C0255,LOWER MAIN BRANCH ALAMO CREEK,41.1,90,3,3,606,Y,2007,na,
HWB23e,56C0591,DILLON ROAD GRADE SEPARATION,45,90,2,2,605,Y,2007,na,
HWB23e,49C0448,LEFFINGWELL CREEK,40,90,3,3,605,Y,2011,na,
HWB23e,57 0618,MEADE AVENUE OC,39.6,89.9,1,3,605,Y,1996,na,
HWB23e,56 0852,LOS ALAMOS ROAD OC,45.4,89.9,2,2,605,Y,2015,na,
HWB23e,57C0703,BUENA VISTA CRK (HACIENDA DR),30.5,89.9,3,3,605,Y,1993,na,
HWB23e,53 3046,HASLEY CANYON ROAD OC,50.1,89.8,2,2,605,Y,2010,na,
HWB23e,56 0811,BOB HOPE DRIVE OC,46.7,89.5,2,2,605,Y,2012,na,
HWB23e,57C0646,GENESEE CYN (SCIENCE CENTER DR),34.1,89.3,3,3,605,Y,1993,na,
HWB23e,50C0350,CALLOWAY/WESTSIDE SEPARATION,88.8,88.8,2,2,605,Y,2011,na,
HWB23e,08C0048,ELDER CREEK,25,88.7,4,4,605,Y,1986,na,
HWB23e,53 2218,COMMONWEALTH AVENUE OC,49.4,88.4,2,2,605,Y,1994,na,
HWB23e,54 1307,DEVORE ROAD OC,45.5,88.4,2,2,605,Y,2014,na,
HWB23e,33C0075,CROW CREEK,32,88.4,3,3,605,Y,1988,na,
HWB23e,37C0337,CHYNOWETH AVENUE UP (VTA LRT),39.3,88.4,3,3,605,Y,1989,na,
HWB23e,56C0476,TEMECULA CREEK,43.8,88.4,2,2,605,Y,2000,na,
HWB23e,14C0118,KELSEY CREEK,36.6,88.4,3,3,605,Y,2008,na,
HWB23e,53C2202,AVE H UNDERPASS,30.79,88.39,3,3,606,Y,1996,na,
HWB23e,43C0061,SAN BENITO RIVER,35,87.6,3,3,605,Y,2007,na,
HWB23e,53 0749,7TH STREET OC,32.6,87.5,1,4,605,Y,1996,na,
HWB23e,57 0672,CHINQUAPIN AVENUE OC,48.8,87.5,2,2,605,Y,1996,na,
HWB23e,57 0746,I-805 / SR-54 SEPARATION,46.3,87.5,2,2,605,Y,2014,na,
HWB23e,02C0051,SCOTT RIVER,42.7,87.5,3,3,605,Y,1985,na,
HWB23e,38C0017,LITTLE JOHN CREEK,24.4,87.2,4,4,605,Y,1986,na,
HWB23e,55C0034,SAN JUAN CREEK CHANNEL,41.1,87.2,2,2,605,Y,1987,na,
HWB23e,33 0735,MARINA BLVD OC,44.3,87.1,2,2,605,Y,2016,na,
HWB23e,56 0891,NEWPORT ROAD (WB) OC,43.5,86.9,2,2,605,Y,2017,na,
HWB23e,44C0168,EAST MARKET STREET ON-RAMP OC,45.1,86.6,2,2,605,Y,1979,na,
HWB23e,33C0239R,ARROYO DEL VALLE,21.6,86.6,4,4,605,Y,2009,na,
HWB23e,54 1202,LENWOOD ROAD OC,44.5,86.1,2,2,605,Y,1999,na,
HWB23e,53 2395,BALBOA BLVD OC,44.6,86,2,3,605,Y,1976,na,
HWB23e,57 1054,SANTA YSABEL CREEK,34.2,86,3,7,605,Y,1992,na,
HWB23e,58 0344R,KALIN ROAD UC,52,86,2,2,605,Y,2012,na,
HWB23e,58 0344L,KALIN ROAD UC,52,86,2,2,605,Y,2012,na,
HWB23e,36C0099,SAN LORENZO RIVER,32.6,86,3,3,605,Y,1990,na,
HWB23e,29 0331,LATHROP ROAD OC,42.7,85.3,2,2,605,Y,2015,na,
HWB23e,12C0033,BUTTE CREEK,32.9,85.3,3,3,605,Y,1986,na,
HWB23e,25 0127,SILVA PARKWAY OC,43.1,85,2,2,605,Y,2015,na,
HWB23e,57 1223E,PALOMAR STREET HOV ACCESS RAMP,38.1,85,3,3,605,Y,2017,na,
HWB23e,57C0704L,AGUA HEDIONDA CRK (MELROSE DR),33.8,85,3,3,605,Y,1990,na,
HWB23e,57C0704R,AGUA HEDIONDA CRK (MELROSE DR),33.8,85,3,3,605,Y,1990,na,
HWB23e,53C1987,SIERRA HWY / METROLINK,29.6,85,3,3,606,Y,1993,na,
HWB23e,57 0639,SWEETWATER ROAD UC,47.9,84.4,3,3,605,Y,2014,na,
HWB23e,56C0358,LINCOLN AVENUE OH,30.5,84.4,3,3,605,Y,1988,na,
HWB23e,56C0479,MURRIETA CREEK,34.1,84.4,3,3,605,Y,2005,na,
HWB23e,29C0462,LATHROP ROAD OVERHEAD,38.1,84.4,3,3,606,Y,2015,na,
HWB23e,53 2211,ROUTE 405/118 SEPARATION,36.6,83.5,2,3,605,Y,1977,na,
HWB23e,57C0666,KITCHEN CREEK (OLD HWY 80),32.9,83.2,3,3,605,Y,1994,na,
HWB23e,19 0201,NORTH FARM RD OC,40.1,83.1,2,2,605,Y,2012,na,
HWB23e,24 0370,WEST ELVERTA ROAD OC,41.4,82.9,2,2,605,Y,2013,na,
HWB23e,53 1680,PARKWAY CALABASAS OC,25.6,82.6,3,5,605,Y,1996,na,
HWB23e,37C0819,Coyote Creek,34,82.5,3,3,605,Y,1997,na,
HWB23e,04C0060,MAD RIVER,40.5,82.3,2,2,605,Y,1983,na,
HWB23e,36C0165,WATSONVILLE SLOUGH,30.5,82.3,7,7,605,Y,2007,na,
HWB23e,57 1096F,W52- S125 CONNECTOR / SR-125 SEPARATION,45.1,82.2,2,2,605,Y,2011,na,
HWB23e,53 2594S,N605-IMPERIAL HIGHWAY OFF RAMP,45.3,82,2,38,605,Y,1993,na,
HWB23e,55 0850R,SAN JUAN CREEK,39.6,82,2,2,605,Y,1995,na,
HWB23e,56 0831,LINNEL LANE OC,44.5,82,2,2,605,Y,2008,na,
HWB23e,37 0333R,TENNANT AVENUE OC,44,82,2,2,605,Y,2012,na,
HWB23e,09C0004,MIDDLE FORK FEATHER RIVER,32.3,82,3,3,605,Y,1975,na,
HWB23e,24C0580,CROSSFIELD DR OC,41,82,2,2,605,Y,1996,na,
HWB23e,18 0049,NICOLAUS AVENUE OVERCROSSING,40.8,81.6,2,2,605,Y,2011,na,
HWB23e,57 1096R,SR-52 / SR-125 SEPARATION,44.5,81.5,2,2,605,Y,2011,na,
HWB23e,57 1096L,SR-52 / SR-125 SEPARATION,44.5,81.5,2,2,605,Y,2011,na,
HWB23e,58 0339S,WB 78 TO SR-111 OFFRAMP,32.8,81.4,3,3,605,Y,2011,na,
HWB23e,58 0338R,SR-78 / SR-111 SEPARATION,32.7,81.2,3,3,605,Y,2011,na,
HWB23e,58 0338L,SR-78 / SR-111 SEPARATION,32.7,81.2,3,3,605,Y,2011,na,
HWB23e,23 0254,MIDWAY ROAD OC,40.5,81.1,2,2,605,Y,2018,na,
HWB23e,57 1085,SIEMPRE VIVA ROAD OC,30.8,80.8,3,3,605,Y,2008,na,
HWB23e,28 0400,G STREET VIADUCT,44.5,80.8,2,2,605,Y,2014,na,
HWB23e,33 0736,ROUTE 112/880 SEPARATION,40.4,80.6,2,2,605,Y,2016,na,
HWB23e,29 0329,DR MARTIN LUTHER KING JR BLVD OC,41.9,80.5,2,4,605,Y,2016,na,
HWB23e,38C0297,STANISLAUS RIVER,39.9,80.5,2,2,605,Y,1987,na,
HWB23e,51 0338,UNION VALLEY PARKWAY OC,43.3,80.4,2,2,605,Y,2013,na,
HWB23e,50 0406E,ROUTE 204/58 SEPARATION,40.3,79.9,2,2,605,Y,1976,na,
HWB23e,44C0169,EAST MARKET STREET UP,30.5,79.9,4,4,605,Y,1979,na,
HWB23e,19 0193,NICOLAUS ROAD OC,40.5,79.7,2,2,605,Y,2012,na,
HWB23e,55C0607,SAN JUAN CREEK CHANNEL,37.8,79.6,2,2,605,Y,1992,na,
HWB23e,54 1324,PEPPER AVENUE OC,39.6,79.2,2,2,605,Y,2017,na,
HWB23e,10C0057,RUSSIAN RIVER,30.5,79.2,3,3,605,Y,1987,na,
HWB23e,37C0712,BAILEY AVENUE OH,31.9,79.2,3,4,605,Y,2006,na,
HWB23e,39C0414,SANDY MUSH ROAD OH,46,79.2,2,2,605,Y,2015,na,
HWB23e,55C0609,ALISO CREEK CHANNEL (GLENN RANCH RD),33.8,78.5,3,3,605,Y,1992,na,
